# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = AssymetricWSLS_model
# start_datetime = 2025-03-04 08:29:51 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = C:/Users/szh/AppData/Local/Temp/RtmpWMpWHD/standata-2a103b04951.json
# init = 2 (Default)
# random
#   seed = 901
# output
#   file = C:/Users/szh/Desktop/ACM/ACM2024/Assignment_2/simmodels/AssymetricWSLS-202503040929-1-29bfd2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/szh/Desktop/ACM/ACM2024/Assignment_2/simmodels/AssymetricWSLS-profile-202503040929-1-5af49c.csv
#   save_cmdstan_config = false (Default)
# num_threads = 2 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --name=AssymetricWSLS_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta_w,theta_l,theta_w_prior,theta_w_posterior,theta_l_prior,theta_l_posterior,prior_w_preds,posterior_w_preds,prior_l_preds,posterior_l_preds
# Adaptation terminated
# Step size = 0.380381
# Diagonal elements of inverse mass matrix:
# 1.57043, 1.53439
-67.2143,0.994972,0.380381,3,7,0,67.8948,0.930947,0.920157,0.323841,0.717267,0.226837,0.715074,114,94,105,89
-67.9668,0.978734,0.380381,2,7,0,68.5645,0.978584,0.873211,0.788848,0.726827,0.701005,0.705413,117,97,101,90
-66.9538,0.939146,0.380381,2,5,0,72.899,0.902275,0.894744,0.257501,0.711417,0.560474,0.709868,104,89,110,89
-68.887,0.942594,0.380381,2,7,0,69.2959,0.987366,0.952276,0.303009,0.728567,0.676781,0.721573,120,86,116,83
-71.8365,0.958506,0.380381,3,7,0,72.7717,0.984335,0.3769,0.565996,0.727968,0.333626,0.593125,117,87,43,66
-68.5524,1,0.380381,3,7,0,72.1891,0.94484,0.593335,0.377192,0.720076,0.621893,0.64413,112,87,71,74
-69.0179,0.984905,0.380381,3,15,0,70.6861,0.99292,0.889809,0.581447,0.729664,0.557754,0.708851,120,84,109,87
-68.6849,0.995919,0.380381,4,15,0,69.3632,0.577341,0.886437,0.759641,0.640455,0.766916,0.708154,71,73,110,82
-68.15,1,0.380381,2,3,0,68.6386,0.631233,0.889295,0.634038,0.652769,0.167929,0.708745,74,76,106,86
-69.2147,0.902388,0.380381,2,3,0,69.848,0.530156,0.844764,0.371826,0.629519,0.209344,0.699468,69,67,103,82
-68.3449,0.943913,0.380381,3,7,0,71.899,0.922901,0.983773,0.673632,0.715633,0.56718,0.727856,113,96,117,91
-69.0105,0.956248,0.380381,3,7,0,71.4412,0.559819,0.7869,0.408388,0.636411,0.354435,0.687165,60,80,93,87
-67.204,0.97205,0.380381,2,3,0,69.8886,0.909408,0.760031,0.778229,0.712879,0.664986,0.68136,110,79,92,87
-67.2569,0.997747,0.380381,3,7,0,67.4918,0.851711,0.733261,0.461879,0.700926,0.846368,0.67552,96,83,93,74
-66.9635,0.988143,0.380381,3,7,0,67.9347,0.848786,0.910715,0.62217,0.700312,0.325264,0.713146,110,84,113,90
-67.6158,0.931858,0.380381,2,5,0,68.8804,0.965491,0.819409,0.725698,0.72422,0.421784,0.694111,116,86,105,86
-67.2147,0.995991,0.380381,3,7,0,67.9066,0.920386,0.931106,0.45046,0.715121,0.202962,0.7173,114,87,112,90
-66.8943,0.994608,0.380381,2,7,0,67.5949,0.882012,0.83623,0.25403,0.707239,0.235896,0.697671,106,83,104,86
-67.3859,0.95082,0.380381,2,7,0,68.1851,0.895023,0.955292,0.694092,0.709926,0.806358,0.722178,109,82,115,87
-67.5567,0.99592,0.380381,3,7,0,68.0301,0.852161,0.681566,0.210628,0.70102,0.488768,0.664088,96,86,81,79
-68.0037,0.963541,0.380381,3,7,0,69.0748,0.645321,0.876366,0.247394,0.655955,0.619505,0.706069,87,87,102,81
-68.275,0.996058,0.380381,3,7,0,68.8225,0.974123,0.954406,0.0859933,0.725941,0.360885,0.722,117,94,115,92
-68.3934,1,0.380381,3,7,0,69.0838,0.76149,0.607308,0.950347,0.681677,0.143383,0.647327,91,82,71,80
-68.4428,0.994998,0.380381,1,1,0,68.5572,0.749855,0.60905,0.639026,0.679147,0.366993,0.647724,98,76,72,84
-66.8766,0.957991,0.380381,3,7,0,70.0725,0.851882,0.848845,0.681532,0.700962,0.426656,0.700325,96,84,100,82
-67.9182,0.948534,0.380381,2,3,0,68.1116,0.662353,0.904942,0.411229,0.659789,0.393723,0.711964,82,84,111,78
-67.9858,0.970204,0.380381,2,3,0,68.548,0.649412,0.889243,0.449152,0.656878,0.215634,0.708734,75,84,108,85
-67.1343,0.9996,0.380381,3,7,0,68.3302,0.850496,0.759056,0.467438,0.700671,0.198545,0.681149,111,88,96,80
-67.4657,0.990199,0.380381,3,7,0,67.6135,0.908076,0.707911,0.248576,0.712606,0.290938,0.669939,116,85,83,74
