# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = AssymetricWSLS_model
# start_datetime = 2025-03-04 08:29:51 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/szh/AppData/Local/Temp/RtmpWMpWHD/standata-2a103b04951.json
# init = 2 (Default)
# random
#   seed = 901
# output
#   file = C:/Users/szh/Desktop/ACM/ACM2024/Assignment_2/simmodels/AssymetricWSLS-202503040929-2-29bfd2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/szh/Desktop/ACM/ACM2024/Assignment_2/simmodels/AssymetricWSLS-profile-202503040929-2-5af49c.csv
#   save_cmdstan_config = false (Default)
# num_threads = 2 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --name=AssymetricWSLS_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta_w,theta_l,theta_w_prior,theta_w_posterior,theta_l_prior,theta_l_posterior,prior_w_preds,posterior_w_preds,prior_l_preds,posterior_l_preds
# Adaptation terminated
# Step size = 0.360383
# Diagonal elements of inverse mass matrix:
# 1.29157, 1.81102
-67.8069,0.804337,0.360383,2,7,0,72.4475,0.726794,0.95171,0.241396,0.674101,0.376147,0.721459,92,87,112,91
-67.9474,0.974438,0.360383,2,3,0,68.5393,0.737036,0.963444,0.534139,0.676347,0.470521,0.723811,98,85,116,88
-68.3348,0.903958,0.360383,3,7,0,70.6397,0.948419,0.978435,0.634797,0.720797,0.455902,0.726798,113,81,120,99
-68.8584,0.996802,0.360383,2,3,0,68.9219,0.947014,0.988171,0.29496,0.720514,0.6995,0.728726,114,83,120,87
-68.2442,1,0.360383,2,3,0,68.874,0.924274,0.981657,0.723866,0.715912,0.491932,0.727437,111,90,118,92
-69.2161,0.971072,0.360383,3,7,0,70.7486,0.672956,0.985857,0.580894,0.662165,0.301081,0.728269,82,81,119,82
-67.9033,0.893217,0.360383,1,3,0,71.6038,0.846218,0.977191,0.899075,0.699773,0.872655,0.72655,99,88,119,81
-72.0688,0.916921,0.360383,3,7,0,73.4439,0.533886,0.996915,0.416825,0.630389,0.268214,0.730452,56,78,118,89
-72.0285,0.976349,0.360383,2,3,0,73.0358,0.529687,0.996617,0.403101,0.62941,0.075466,0.730393,65,79,120,81
-71.3246,0.9959,0.360383,3,7,0,72.5382,0.600068,0.99687,0.527954,0.645672,0.638856,0.730443,71,78,120,94
-67.4082,1,0.360383,3,7,0,71.3848,0.916826,0.95113,0.486403,0.714395,0.682596,0.721342,111,90,115,96
-67.2974,0.98961,0.360383,3,15,0,68.4692,0.947418,0.821181,0.5022,0.720596,0.197399,0.694487,116,87,96,83
-68.4471,0.985434,0.360383,3,11,0,68.5847,0.986945,0.829513,0.817478,0.728484,0.472372,0.696252,118,90,97,85
-68.3139,1,0.360383,2,3,0,68.5691,0.985349,0.878587,0.588917,0.728168,0.663518,0.706529,119,91,104,82
-69.5987,0.950981,0.360383,4,15,0,70.683,0.967958,0.522181,0.383703,0.724712,0.770985,0.627658,117,91,60,67
-67.9874,0.992888,0.360383,3,7,0,71.5134,0.676915,0.936109,0.417303,0.66305,0.676901,0.718313,76,87,112,89
-67.8973,1,0.360383,1,1,0,68.0187,0.684506,0.932607,0.486124,0.664744,0.399067,0.717604,89,81,113,87
-68.1333,0.975055,0.360383,2,3,0,68.5158,0.63681,0.902409,0.207762,0.654032,0.892043,0.711444,78,83,113,87
-66.8965,0.974582,0.360383,2,5,0,68.9641,0.892016,0.878282,0.20986,0.709306,0.112734,0.706466,109,90,104,87
-68.2265,0.951563,0.360383,2,7,0,68.4892,0.943666,0.977177,0.36385,0.71984,0.770747,0.726548,116,86,118,93
-67.4775,0.998816,0.360383,3,7,0,68.6962,0.862998,0.962236,0.794435,0.703287,0.520426,0.723569,106,86,115,84
-67.2098,0.994823,0.360383,3,7,0,68.0786,0.851092,0.944248,0.241681,0.700796,0.32157,0.719957,102,97,116,86
-67.0257,0.999513,0.360383,3,7,0,67.3263,0.823058,0.801657,0.585489,0.694885,0.567401,0.690329,99,82,99,80
-66.8994,0.996122,0.360383,3,7,0,67.2055,0.860243,0.828584,0.511483,0.702711,0.377931,0.696055,102,87,102,87
-69.0271,0.933161,0.360383,3,7,0,70.2167,0.551955,0.809963,0.518159,0.634589,0.254617,0.692102,58,77,96,79
