# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = AssymetricWSLS_model
# start_datetime = 2025-03-06 12:37:34 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = C:/Users/emily/AppData/Local/Temp/RtmpOIJBhk/standata-25083a96236f.json
# init = 2 (Default)
# random
#   seed = 901
# output
#   file = C:/Users/emily/OneDrive/R/R - Datascripts/Msc Advanced Comp Modelling/Portfolio/ACM2024/Assignment_2/simmodels/AssymetricWSLS-202503061337-1-7b578e.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/emily/OneDrive/R/R - Datascripts/Msc Advanced Comp Modelling/Portfolio/ACM2024/Assignment_2/simmodels/AssymetricWSLS-profile-202503061337-1-4a62bc.csv
#   save_cmdstan_config = false (Default)
# num_threads = 2 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --name=AssymetricWSLS_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta_w,theta_l,theta_w_prior,theta_w_posterior,theta_l_prior,theta_l_posterior,prior_w_preds,posterior_w_preds,prior_l_preds,posterior_l_preds
# Adaptation terminated
# Step size = 0.380381
# Diagonal elements of inverse mass matrix:
# 1.57043, 1.53439
-68.2618,0.792884,0.380381,3,7,0,73.8731,0.984436,0.844843,0.133163,0.727988,0.512766,0.699484,16,85,63,77
-69.3798,0.949428,0.380381,4,15,0,70.6863,0.957819,0.991912,0.591259,0.722685,0.417051,0.729465,80,88,48,84
-68.0408,0.997519,0.380381,3,15,0,69.7074,0.676223,0.941,0.491165,0.662895,0.206906,0.719302,54,80,24,88
-67.3054,0.999629,0.380381,2,3,0,68.1144,0.751475,0.908789,0.308233,0.6795,0.384953,0.712752,43,81,51,94
-66.9733,0.990208,0.380381,2,7,0,67.6623,0.901092,0.902704,0.909874,0.711174,0.204002,0.711505,106,87,28,91
-67.1857,0.988077,0.380381,3,7,0,67.557,0.762242,0.887652,0.446433,0.68184,0.376463,0.708405,51,84,51,98
-67.2103,0.931597,0.380381,2,7,0,68.424,0.943419,0.882943,0.319637,0.71979,0.5968,0.707432,46,81,68,85
-67.2588,0.997889,0.380381,3,7,0,67.6571,0.748782,0.837604,0.302025,0.678913,0.674643,0.69796,37,80,79,75
-67.1108,0.993115,0.380381,3,7,0,67.8886,0.929342,0.822794,0.74802,0.716942,0.547914,0.694829,91,82,66,86
-67.764,0.982559,0.380381,2,7,0,67.9803,0.971598,0.824743,0.74305,0.725438,0.314566,0.695242,79,83,41,87
-67.2923,0.993404,0.380381,3,7,0,68.1011,0.903126,0.946946,0.702019,0.711591,0.57727,0.720501,72,80,78,83
-67.0631,0.998308,0.380381,3,7,0,67.6585,0.907624,0.917853,0.463819,0.712514,0.469661,0.714604,58,89,49,81
-67.8717,0.965921,0.380381,3,7,0,68.5606,0.96274,0.946983,0.483414,0.72367,0.666102,0.720508,54,81,83,88
-68.4542,0.98497,0.380381,2,7,0,68.898,0.972812,0.966021,0.582492,0.72568,0.375341,0.724326,72,88,45,78
-66.9778,0.994495,0.380381,2,7,0,69.4528,0.915038,0.877069,0.643226,0.71403,0.332973,0.706215,78,86,42,91
-67.358,0.988776,0.380381,3,7,0,67.5429,0.952562,0.826526,0.555224,0.72163,0.327247,0.69562,71,94,33,82
-70.4328,0.85609,0.380381,2,3,0,70.8954,0.950245,0.413245,0.284572,0.721165,0.3847,0.601866,37,85,46,76
-67.7057,1,0.380381,3,7,0,70.7521,0.849554,0.659652,0.420506,0.700474,0.624788,0.659182,43,84,80,72
-67.0961,0.929633,0.380381,3,7,0,70.7501,0.87893,0.932903,0.66154,0.7066,0.900514,0.717664,70,77,107,87
-67.2306,0.995176,0.380381,3,7,0,67.4184,0.786667,0.778824,0.688596,0.687115,0.237817,0.685427,91,86,31,95
-66.9268,0.985777,0.380381,3,7,0,67.6451,0.839334,0.896169,0.203507,0.698325,0.438248,0.710162,16,86,56,91
-66.9713,0.99808,0.380381,2,3,0,66.9774,0.822799,0.899051,0.365927,0.69483,0.382176,0.710754,47,87,46,85
-67.059,0.990673,0.380381,3,7,0,67.5567,0.920418,0.818573,0.469101,0.715127,0.250723,0.693933,59,90,30,88
-67.5477,0.983633,0.380381,2,3,0,67.6018,0.95527,0.777399,0.425679,0.722174,0.240749,0.685119,51,86,28,82
-68.068,0.980395,0.380381,3,7,0,68.4473,0.96158,0.961095,0.828471,0.723438,0.0449638,0.723341,104,84,4,88
-67.6871,0.999957,0.380381,3,15,0,68.4021,0.967217,0.909491,0.702111,0.724564,0.363067,0.712896,83,88,44,90
-67.9825,0.994853,0.380381,1,3,0,68.0904,0.975511,0.919705,0.616487,0.726217,0.74334,0.714982,72,86,90,86
-67.0042,0.996293,0.380381,3,7,0,68.0184,0.891997,0.797744,0.318122,0.709302,0.425763,0.689492,39,91,50,87
-68.5867,0.933239,0.380381,2,3,0,69.0767,0.603721,0.775418,0.76426,0.646507,0.413665,0.684692,95,73,49,81
-67.0128,0.982129,0.380381,2,3,0,69.1163,0.819293,0.908197,0.562076,0.694086,0.127118,0.712631,67,80,14,80
-67.3982,0.985279,0.380381,3,7,0,67.7596,0.903072,0.95454,0.290398,0.71158,0.608979,0.722027,37,85,84,90
-67.9529,0.983408,0.380381,3,15,0,68.3722,0.976715,0.903613,0.703016,0.726456,0.794316,0.711691,85,89,98,87
-67.7353,0.984566,0.380381,2,7,0,69.4215,0.957573,0.943892,0.232147,0.722636,0.380843,0.719885,30,89,47,85
-67.0469,0.980119,0.380381,2,7,0,69.1716,0.917932,0.902758,0.828147,0.71462,0.734411,0.711516,100,91,94,87
-68.3996,0.930648,0.380381,2,7,0,69.9964,0.907626,0.986,0.837189,0.712514,0.611921,0.728297,98,80,68,92
-68.1912,0.999668,0.380381,2,3,0,68.4424,0.913981,0.981802,0.431529,0.713814,0.59214,0.727466,55,86,71,89
-67.3936,1,0.380381,3,7,0,68.2565,0.833652,0.713219,0.768579,0.697127,0.488777,0.671112,89,81,44,80
-68.109,0.964446,0.380381,3,7,0,68.7879,0.967706,0.955613,0.368254,0.724662,0.213432,0.722243,50,86,27,87
-67.7766,0.982069,0.380381,2,7,0,70.702,0.973293,0.874732,0.73844,0.725775,0.510122,0.705729,80,80,59,81
-69.4928,0.976993,0.380381,3,7,0,69.5108,0.985966,0.617126,0.094181,0.72829,0.317621,0.649565,13,90,37,74
