# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = AssymetricWSLS_model
# start_datetime = 2025-03-06 12:37:34 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.99
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 20
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = C:/Users/emily/AppData/Local/Temp/RtmpOIJBhk/standata-25083a96236f.json
# init = 2 (Default)
# random
#   seed = 901
# output
#   file = C:/Users/emily/OneDrive/R/R - Datascripts/Msc Advanced Comp Modelling/Portfolio/ACM2024/Assignment_2/simmodels/AssymetricWSLS-202503061337-2-7b578e.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/emily/OneDrive/R/R - Datascripts/Msc Advanced Comp Modelling/Portfolio/ACM2024/Assignment_2/simmodels/AssymetricWSLS-profile-202503061337-2-4a62bc.csv
#   save_cmdstan_config = false (Default)
# num_threads = 2 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --name=AssymetricWSLS_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta_w,theta_l,theta_w_prior,theta_w_posterior,theta_l_prior,theta_l_posterior,prior_w_preds,posterior_w_preds,prior_l_preds,posterior_l_preds
# Adaptation terminated
# Step size = 0.360383
# Diagonal elements of inverse mass matrix:
# 1.29157, 1.81102
-69.6163,0.959956,0.360383,3,15,0,70.7541,0.974684,0.990248,0.248608,0.726052,0.739033,0.729137,34,78,94,87
-67.8615,0.996156,0.360383,4,15,0,70.4693,0.661177,0.868241,0.0248594,0.659525,0.686787,0.70438,7,82,85,89
-66.9673,1,0.360383,2,3,0,67.9116,0.823901,0.898656,0.724556,0.695064,0.683819,0.710673,81,87,78,78
-66.8717,0.9996,0.360383,2,7,0,67.0128,0.851032,0.85792,0.110337,0.700783,0.234823,0.702226,14,76,33,84
-67.1496,0.968019,0.360383,1,3,0,67.8466,0.765416,0.858415,0.77878,0.682528,0.454644,0.702329,96,85,49,87
-67.5558,0.987114,0.360383,3,7,0,67.7362,0.946898,0.942192,0.548787,0.720491,0.751786,0.719542,68,102,90,84
-67.9528,0.99377,0.360383,3,7,0,68.4552,0.97552,0.914038,0.493359,0.726218,0.581743,0.713826,62,77,77,84
-67.5296,0.998227,0.360383,3,15,0,68.2277,0.717715,0.803247,0.677605,0.672104,0.421194,0.690669,79,85,54,88
-67.2986,0.982691,0.360383,3,7,0,68.3456,0.897661,0.948794,0.673891,0.710469,0.885675,0.720873,77,90,105,85
-66.942,0.998892,0.360383,3,7,0,67.4646,0.816231,0.865794,0.538824,0.693436,0.725405,0.70387,71,84,80,86
-66.9387,0.988964,0.360383,3,7,0,67.478,0.907291,0.872096,0.111464,0.712445,0.280931,0.705182,16,88,29,84
-66.978,0.990955,0.360383,3,7,0,67.5281,0.823985,0.902165,0.345529,0.695082,0.288152,0.711394,46,75,41,81
-67.0885,0.997382,0.360383,3,7,0,67.1905,0.902668,0.925107,0.491932,0.711497,0.663138,0.716082,48,89,84,82
-68.421,0.967256,0.360383,2,7,0,68.7149,0.832315,0.986862,0.363822,0.696844,0.329179,0.728468,42,97,28,82
-68.1126,0.943958,0.360383,3,9,0,70.8318,0.980218,0.907887,0.274354,0.727152,0.065192,0.712568,31,89,6,85
-69.5283,0.958426,0.360383,2,5,0,70.3376,0.988186,0.633445,0.129742,0.728729,0.361592,0.65327,18,87,48,72
-68.8033,0.998331,0.360383,3,7,0,70.0614,0.990732,0.905126,0.527954,0.729232,0.638856,0.712002,62,88,83,92
-67.0308,0.999535,0.360383,3,7,0,68.8903,0.818124,0.804496,0.682596,0.693838,0.304676,0.690935,77,75,32,81
-67.3811,0.927594,0.360383,2,5,0,68.7001,0.894329,0.955096,0.213235,0.709783,0.436073,0.722139,20,93,47,84
-67.5912,0.994497,0.360383,3,7,0,68.2202,0.731076,0.762789,0.691548,0.675041,0.321736,0.681959,95,80,30,89
-67.4343,0.950426,0.360383,3,7,0,69.0212,0.923215,0.727923,0.149939,0.715697,0.356033,0.674349,23,83,42,78
-67.4628,0.994628,0.360383,3,7,0,68.6111,0.767239,0.94283,0.329117,0.682923,0.757882,0.719671,42,81,88,87
-68.3966,0.97724,0.360383,3,7,0,69.0395,0.956362,0.634055,0.788401,0.722393,0.612012,0.653408,99,83,65,76
-67.7356,0.962401,0.360383,2,3,0,69.1508,0.951551,0.724654,0.166598,0.721427,0.377874,0.673631,18,87,51,89
-67.3569,1,0.360383,3,7,0,67.8347,0.954891,0.871948,0.583899,0.722098,0.255127,0.705151,75,85,29,81
-67.668,0.998155,0.360383,3,7,0,67.6816,0.969751,0.863464,0.747198,0.72507,0.474166,0.703384,89,87,59,84
-67.3457,0.987388,0.360383,3,7,0,68.2712,0.907739,0.729335,0.106983,0.712537,0.626154,0.674659,15,84,69,80
-67.5165,0.982499,0.360383,3,15,0,67.8562,0.878181,0.963874,0.404309,0.706445,0.246299,0.723897,46,82,18,79
-66.933,0.997095,0.360383,3,7,0,67.8901,0.82446,0.842386,0.74159,0.695182,0.490522,0.698968,88,84,63,82
-66.969,0.960689,0.360383,3,7,0,68.4635,0.807857,0.859188,0.355046,0.691653,0.312826,0.702491,36,78,45,82
-67.0306,0.997543,0.360383,2,3,0,67.047,0.7947,0.841983,0.268954,0.68884,0.419317,0.698883,37,76,55,80
-68.4111,0.948152,0.360383,3,7,0,68.907,0.939012,0.602692,0.620766,0.7189,0.572231,0.646272,71,86,73,73
-68.3553,0.997074,0.360383,3,7,0,69.519,0.824756,0.985612,0.607433,0.695245,0.525459,0.72822,72,77,61,95
-66.9394,0.983362,0.360383,2,7,0,69.6713,0.877074,0.906429,0.277223,0.706215,0.338659,0.712269,39,83,49,86
-67.0031,0.998095,0.360383,3,7,0,67.079,0.897652,0.80272,0.308239,0.710467,0.456521,0.690556,37,83,57,86
-67.4502,0.991308,0.360383,3,7,0,67.5991,0.955682,0.908884,0.780323,0.722257,0.699454,0.712772,91,93,79,83
-67.2069,1,0.360383,2,3,0,67.48,0.936235,0.909369,0.382686,0.718339,0.573824,0.712871,44,95,72,94
-66.9811,0.999423,0.360383,3,7,0,67.3,0.88641,0.913421,0.602948,0.708149,0.475121,0.7137,76,76,57,85
-67.0823,0.984138,0.360383,2,7,0,67.8512,0.927773,0.8927,0.773307,0.716623,0.431411,0.709447,88,82,58,82
-67.3042,0.992348,0.360383,3,15,0,67.5562,0.862835,0.952142,0.507246,0.703253,0.594967,0.721546,64,90,83,79
-67.3195,0.988097,0.360383,3,7,0,68.0879,0.941547,0.920995,0.265268,0.719412,0.490316,0.715245,32,89,64,88
-67.2695,0.974225,0.360383,4,15,0,70.3929,0.942026,0.910161,0.236882,0.719509,0.709753,0.713033,25,82,84,84
-68.1764,0.981881,0.360383,2,7,0,69.0131,0.976905,0.755562,0.410309,0.726494,0.617922,0.680389,49,91,71,87
-67.4778,0.997912,0.360383,3,7,0,68.4771,0.923856,0.953006,0.732294,0.715827,0.626811,0.721719,87,83,82,90
-67.6056,0.99684,0.360383,3,15,0,68.2389,0.963212,0.911942,0.863599,0.723764,0.610325,0.713397,95,88,74,87
-68.0808,0.984285,0.360383,2,7,0,69.2425,0.980621,0.89146,0.244587,0.727232,0.820291,0.709191,23,84,93,88
-70.1214,0.990501,0.360383,3,7,0,70.7066,0.997485,0.916348,0.368342,0.730564,0.416757,0.714297,38,91,66,86
-66.9556,0.992741,0.360383,3,7,0,70.6712,0.907805,0.885674,0.829653,0.712551,0.15328,0.707997,100,88,15,85
-67.9702,0.968031,0.360383,3,7,0,68.9608,0.9726,0.769251,0.391019,0.725637,0.88001,0.683359,42,92,107,84
